alim_ssgrp_nom_fr,alim_nom_fr,kCal,Prot,Glucides,Lipides,Sucre,Fibres,Acides organiques,Acides gras satur,Ca,Cu,Fe,I,Mg,Mn,P,K,Se,Na,Zn,Beta-carotene,E,C,B1,B2,B3,B5,B6,B9
glaces,"Glace ou crème glacée, pot individuel",237,"3,21","26,7","12,7","22,1","1,91",0,"9,2",-,-,-,-,-,-,-,-,-,"59,6",-,-,-,-,-,-,-,-,-,-
glaces,"Glace ou crème glacée, bac ou pot (aliment moyen)",197,"2,92","26,2","8,85","22,4","0,49",0,"6,29","99,3","0,032","0,14",10,"14,3","0,11","95,7",190,10,"53,1","0,35",172,"0,48","0,25","0,048","0,41","0,073","0,31","0,046",10
glaces,"Glace ou crème glacée, petit pot enfant",162,"1,87","25,2","5,94",22,"0,28",0,"4,12",119,-,-,-,-,-,-,-,-,"54,9",-,-,-,-,-,-,-,-,-,-
sorbets,"Sorbet, bâtonnet",-,"0,28","25,7","0,32","23,1","0,82",-,"0,094","3,6","< 0,01","0,03",< 20,"2,1","< 0,01","1,9",21,< 20,"14,9","< 0,05","11,9",-,"5,48","0,094","< 0,01","< 0,1","0,15","< 0,01",< 5
sorbets,"Sorbet, en bac",-,"0,47","29,6","0,78",25,"1,17",-,"0,45",54,"0,028","0,14",1,8,"0,011",40,96,"1,6","21,3","0,48",1,"0,01","2,3","0,027","0,097","0,063","0,22","0,023",4
sorbets,Glace à l'eau,-,"0,067","20,8","0,2","20,1","0,2",-,"0,19","5,8","< 0,01","0,01",< 20,"1,4","0,01","1,9",13,< 20,"11,6","< 0,05",542,0,"2,35","0,016","< 0,01","< 0,1","0,11","< 0,01",< 5
desserts glacés,Profiterole avec glace vanille et sauce chocolat,260,"6,24","26,5","13,9","12,4","1,14",0,"8,03","82,7","0,4",1,30,"31,2","< 0,1",48,261,6,123,"0,3",25,"1,2","< 0,5","0,041","0,21","0,31","0,6","0,15",20
desserts glacés,Pêche melba,120,"1,91","18,4","4,03","17,1","1,54",0,"1,78","36,5","0,093","0,57","4,46","19,4","0,2","49,7",172,"0,31","13,2","0,33",132,"1,26","15,7","0,031","0,088","0,51","0,2","0,042","13,6"
desserts glacés,Dessert glacé type mystère ou vacherin,275,"3,18","40,5","10,7","33,7","2,18",0,"6,53",38,"0,02","0,25",< 20,9,"0,38",40,120,< 20,"53,6","0,18",< 5,"0,29","3,6","0,022","0,11","1,37","0,28","0,036","18,7"
desserts glacés,"Dessert glacé, type sundae",230,"2,57","32,6","9,7","24,9",< 2,0,"6,8",-,-,-,-,-,-,-,-,-,"97,2",-,-,-,-,-,-,-,-,-,-
desserts glacés,"Dessert glacé feuilleté, à partager",262,"2,71","26,2","16,1","21,9","0,94",0,"13,3",-,-,-,-,-,-,-,-,-,72,-,-,-,-,-,-,-,-,-,-
desserts glacés,Omelette norvégienne,212,"3,6","34,8","6,5","32,7","< 0,5",0,"3,9",61,"0,03","0,28",20,11,"0,06",71,160,< 20,"58,3","0,23","7,62","0,41","< 0,5","0,036","0,16","< 0,1","0,37","0,034","44,3"
desserts glacés,Poire belle Hélène,196,"2,74","23,5","9,57",21,"2,76",0,"5,19","49,3","0,2","2,43","4,16","35,3","0,21","70,2",176,"0,76","15,7","0,49","22,5","1,19","1,82","0,039","0,091","0,32","0,19","0,038","7,76"
desserts glacés,Nougat glacé,263,"4,93","25,3","15,2","20,5","2,76",0,11,95,"0,15","0,54",< 20,43,"0,29",120,230,< 20,"49,6","0,47",27,"3,18","< 0,5","0,036","0,16","0,25","0,52","0,051","17,5"
desserts glacés,Citron givré ou Orange givrée (sorbet),133,"0,14","29,1","1,77","24,4",traces,0,traces,-,-,-,-,-,-,-,-,-,"13,6",-,-,-,-,-,-,-,-,-,-
desserts glacés,Coupe glacée type café ou chocolat liégeois,220,"3,04","28,6",10,"25,6","1,82",0,"7,74",-,-,-,-,-,-,-,-,-,"47,4",-,-,-,-,-,-,-,-,-,-
desserts glacés,Bûche glacée,226,"2,47",30,"10,4","25,6","1,54",0,"7,1",-,-,-,-,-,-,-,-,-,"74,8",-,-,-,-,-,-,-,-,-,-
desserts glacés,Coupe glacée parfum pêche Melba ou poire Belle-Hélène,163,"0,91","32,2","3,36","31,4","0,35",0,"1,79",-,-,-,-,-,-,-,-,-,36,-,-,-,-,-,-,-,-,-,-
beurres,"Beurre à 82% MG, doux",744,"0,75","0,68",82,"0,5",0,0,"54,4","17,8","0,026","0,026","1,5","2,05","0,0018",24,28,< 10,"15,5","0,083",158,"2,11",0,"0,006","0,035","0,071","0,11","0,0035",3
beurres,Huile de beurre ou Beurre concentré,900,"0,28",0,"99,9",0,0,0,"61,9",4,"0,001","0,004",-,0,0,3,"0,002",-,2,"0,01",193,"2,8",0,"0,001","0,005","0,003","0,01","0,001",0
beurres,"Beurre à 80% MG, demi-sel",736,"0,76","0,55","81,2","0,39",0,0,"54,5","17,8","0,0092","0,13","1,5","4,94","0,0047",24,39,< 10,762,"0,052",158,"2,11",0,"0,006","0,035","0,071","0,11","0,003",3
beurres,"Beurre à 80% MG, salé",748,"0,61","0,68","82,5","0,31",0,0,"52,3",-,-,-,-,-,-,-,-,-,1000,-,-,-,-,-,-,-,-,-,-
beurres,"Beurre à 82% MG, doux, tendre",755,"0,7","0,5","83,4",-,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
beurres,"Beurre à 60-62% MG, à teneur réduite en matière grasse, doux",550,"0,56","0,7","60,6","< 0,2",0,"0,039","40,1",18,"< 0,01","< 0,05",< 20,"1,8","< 0,01",20,27,< 20,18,"0,13",304,"1,38",< 1,"< 0,015","< 0,01","< 0,1","0,091","< 0,01",< 5
beurres,"Beurre à 60-62% MG, à teneur réduite en matière grasse, demi-sel",555,"0,9","0,5",61,"0,5",0,0,37,"33,4",0,"0,6",2,"3,45",-,34,"42,3",-,450,"0,26",107,"1,58",0,"0,01","0,045","0,02",-,"0,01","1,65"
beurres,"Beurre ou assimilé allégé (léger ou à teneur reduite en matière grasse), doux (aliment moyen)",374,"0,73","3,75","39,6","1,2",0,"0,01","24,5",,,"0,2","4,99",,,,,,152,,,"1,5",,,,,,,
beurres,"Beurre à teneur en matière grasse inconnue (allégé ou non), demi-sel (aliment moyen)",730,"0,77","0,55","80,5","0,4",0,0,"53,9","18,4","0,0089","0,15","1,52","4,89","0,0047","24,4","39,1",5,750,"0,059",156,"2,09",0,"0,0061","0,035","0,069","0,11","0,0032","2,95"
beurres,"Beurre ou assimilé à teneur en matière grasse inconnue, doux (aliment moyen)",731,"0,75","0,79","80,5","0,52",0,"0,00037","53,4","17,8","0,031","0,033","1,63","2,05","0,0074","23,9","28,2","5,06","20,4","0,088",166,"2,09","0,01","0,0062","0,034","0,07","0,11","0,0038","2,99"
beurres,"Beurre à 39-41% MG, léger, doux",380,"1,1",4,40,"1,5",0,0,"24,8",-,-,"0,1",2,-,-,-,-,-,180,-,-,"1,22",-,-,-,-,-,-,-
beurres,"Matière grasse laitière à 25% MG, légère, ""à tartiner"", doux",247,"0,4","3,8","25,6",-,0,0,"16,3",18,< 1,< 1,< 10,"2,5",< 1,14,"51,2","8,1",286,< 1,491,"2,2",< 1,"< 0,05","< 0,05","< 0,05","0,06","< 0,05",< 5
beurres,"Matière grasse laitière à 20% MG, légère, ""à tartiner"", doux",215,"0,36",6,"21,1","1,7",0,0,"10,5","22,7",< 1,< 1,< 10,"2,3",< 1,15,"48,1","5,8",228,< 1,732,2,< 1,"< 0,05","< 0,05","< 0,05","0,08","< 0,05",< 5
beurres,"Carotte, déshydratée",317,"8,1",56,"1,49","38,8","23,6",0,"0,26",212,"0,37","3,93",-,118,"1,12",346,2540,-,275,"1,57",34000,"5,45","14,6","0,53","0,42","6,57","1,47","1,04",55
huiles et graisses végétales,Beurre de cacao,900,0,0,100,0,0,0,"59,7",0,0,0,0,0,0,0,0,0,0,0,0,"1,8",0,0,0,0,0,0,0
huiles et graisses végétales,Matière grasse ou graisse végétale solide (type margarine) pour friture,900,0,0,100,0,0,0,-,0,-,0,traces,0,-,0,0,-,0,-,0,-,0,0,0,0,-,0,0
huiles et graisses végétales,"Huile pour friture, sans précision",866,0,0,"96,2",0,0,0,"9,67",-,-,-,-,-,-,-,-,-,0,-,-,"30,5",-,-,-,-,-,-,-
huiles et graisses végétales,"Huile de palme, sans précision",900,0,0,100,0,0,0,"49,3",0,0,"0,01",-,0,-,0,0,-,0,0,0,"15,9",0,0,0,0,0,0,0
huiles et graisses végétales,Huile de palme raffinée,900,0,0,100,0,0,0,"49,3",0,-,"0,01",-,0,-,0,0,-,0,-,-,"15,9",0,0,0,0,0,0,0
huiles et graisses végétales,Huile végétale (aliment moyen),899,0,0,"99,9",0,0,0,"11,5","1,23","0,0044","0,034","0,00099","0,28","0,0026","0,00072","0,39","4,9","0,67","0,015","0,023","32,2",0,0,0,0,0,0,0
huiles et graisses végétales,Huile d'amandes d'abricot,900,0,0,100,0,0,0,"6,3",0,-,0,-,0,-,0,0,-,0,0,0,4,0,0,0,0,0,0,0
huiles et graisses végétales,Huile d'amande,900,0,0,100,0,0,0,"8,2",0,0,0,-,0,-,0,0,-,0,0,0,"39,2",0,0,0,0,0,0,0
huiles et graisses végétales,Huile d'arachide,900,0,0,100,0,0,0,"16,6",0,0,"0,03",0,0,0,0,0,< 5,0,"0,01","< 0,008","10,1",0,0,0,0,0,0,0
huiles et graisses végétales,Huile d'avocat,900,0,0,100,0,0,0,"17,9",0,0,0,-,0,0,0,0,-,0,0,< 50,"45,3",0,0,0,0,0,0,0
huiles et graisses végétales,Huile de germe de blé,900,0,0,100,0,0,0,"17,4",0,0,0,-,0,-,0,0,-,0,0,0,149,0,0,0,0,0,0,0
huiles et graisses végétales,Huile de carthame,900,0,0,100,0,0,0,"6,69",0,0,0,-,0,0,0,0,-,0,0,0,"36,4",0,0,0,0,0,0,0
huiles et graisses végétales,Huile de colza,900,0,0,100,0,0,0,"7,26","< 2,57","0,0052","0,023",0,"< 0,58","< 0,0015",0,"< 0,81",< 10,"< 1,11","0,026",0,"27,7",0,0,0,0,0,0,0
huiles et graisses végétales,Huile de coton,900,0,0,100,0,0,0,"25,9",0,0,0,0,0,0,0,0,0,0,0,0,"35,3",0,0,0,0,0,0,0
huiles et graisses végétales,Huile de lin,900,0,0,100,0,0,0,"9,19",1,0,0,-,0,0,1,0,-,0,"0,07",0,"8,99",0,0,0,0,-,0,0
huiles et graisses végétales,Huile de maïs,900,0,0,100,0,0,0,"12,2",0,0,"0,03","0,8",0,0,0,0,0,0,0,0,"13,2",0,0,0,0,0,0,0
huiles et graisses végétales,Huile de noisette,900,0,0,100,0,0,0,"8,34",0,0,0,0,0,0,0,0,0,0,0,0,"28,6",0,0,0,0,0,0,0
huiles et graisses végétales,Huile de noix,900,0,0,100,0,0,0,10,0,0,0,0,0,0,0,0,< 5,0,0,"< 0,008","1,81",0,0,0,0,0,0,0
huiles et graisses végétales,Huile d'olive vierge extra,900,0,0,100,0,0,0,"11,9","< 2,57","0,0049","0,044",0,"< 0,58","0,0033",0,"< 0,81",< 10,"< 1,11","0,018",0,"21,7",0,0,0,0,0,0,0
huiles et graisses végétales,Huile de pépins de raisin,900,0,0,100,0,0,0,"11,2",0,0,0,0,0,0,0,0,< 5,0,0,"< 0,008","9,67",0,0,0,0,0,0,0
huiles et graisses végétales,Huile de sésame,900,0,0,100,0,0,0,"14,9",0,0,0,-,0,-,0,0,-,0,0,0,"1,1",0,0,0,0,0,0,0
huiles et graisses végétales,Huile de soja,900,0,0,100,0,0,0,"14,7","< 2,57","0,0039","0,041","0,8","1,52","0,013",0,"1,85",< 10,"< 1,11","0,11",0,"6,1",0,0,0,0,0,0,0
huiles et graisses végétales,Huile de tournesol,900,0,0,100,0,0,0,"10,9","< 2,57","0,0042","0,019",0,"< 0,58","0,0022",0,"< 0,81",< 10,"< 1,11",0,0,"58,3",0,0,0,0,0,0,0
huiles et graisses végétales,Huile combinée (mélange d'huiles),896,0,0,"99,5",0,0,0,"10,3","< 2,57","0,0028","0,013",0,"< 0,58","< 0,0015",0,"< 0,81",< 10,"2,42","0,03",0,"63,9",0,0,0,0,0,0,0
huiles et graisses végétales,"Huile combinée, mélange d'huile d'olive et de graines",900,0,0,100,0,0,0,"12,1",0,0,0,0,0,0,0,0,0,0,0,0,"32,3",0,0,0,0,0,0,0
huiles et graisses végétales,Huile d'argan ou d'argane,889,0,0,"98,7",0,0,0,"17,6",-,-,-,-,-,-,-,-,-,-,-,-,"3,6",-,-,-,-,-,-,-
margarines,"Matière grasse végétale (type margarine) à 80% MG, salé",722,"< 0,5","< 0,5",80,"< 0,5",0,0,32,-,-,-,-,-,-,-,-,-,710,-,-,-,-,-,-,-,-,-,-
margarines,"Matière grasse végétale ou margarine, 80% MG, doux",726,"0,39","0,3","80,4","0,3",0,0,"25,1","11,1","0,0063","0,098","1,5","4,19","0,0043","10,8","32,5","< 2,2",174,"0,04",20,"8,5",0,"0,01","0,025","0,013","0,084","0,003","1,5"
margarines,"Matière grasse végétale (type margarine) à 70% MG, doux",631,"0,13","0,24",70,"0,24",0,0,"29,2","6,9",< 1,< 1,< 10,< 2,< 1,"5,2","13,5",< 3,265,< 1,436,25,"2,4","< 0,05","< 0,05","< 0,05","< 0,05","< 0,05",< 5
margarines,"Matière grasse végétale (type margarine) à 60% de MG, allégée, au tournesol, doux",548,"< 0,5","< 0,55","60,6","< 0,2",0,"0,047","14,1","3,3","< 0,01","< 0,05",< 20,"0,85","< 0,01","4,9",19,< 20,146,"< 0,05",528,"21,4",-,"< 0,015","< 0,01","< 0,1","0,015","0,039","< 0,5"
margarines,"Matière grasse végétale (type margarine), teneur en matière grasse inconue, doux (aliment moyen)",591,"0,12","0,22","65,5","0,22",0,0,25,"9,17","0,5","0,5",5,"1,02","0,5","8,19","17,1","4,08",224,"0,5",463,"22,7","1,84","0,028","0,025","0,025","0,025","0,025","2,5"
margarines,"Matière grasse végétale (type margarine), teneur réduite en matière grasse inconnue, doux (aliment moyen)",512,"0,11","0,18","56,8","0,18",0,0,"16,8","13,6","0,5","0,5",5,"1,05","0,5","14,1","24,2","9,15",143,"0,5",515,"18,3","0,74","0,034","0,025","0,025","0,026","0,025","2,5"
margarines,"Matière grasse végétale (type margarine), à tartiner, à 30-40% MG, légère, doux",346,"0,5","0,5",38,"0,5",0,0,"15,1","20,8",< 1,< 1,< 10,"2,5",< 1,16,"76,8",< 3,130,< 1,438,"9,1",< 1,"0,33","< 0,05","< 0,05","0,05","< 0,05",< 5
margarines,"Matière grasse végétale (type margarine), à tartiner, à 30-40% MG, légère, demi-sel",358,"0,9","3,05",38,"1,5",0,0,"17,3","54,3",< 1,< 1,< 10,"6,1",< 1,46,117,"3,6",650,< 1,457,"12,8","2,2","0,11","0,1","< 0,05","0,11","0,1",< 5
margarines,"Matière grasse végétale (type margarine), à tartiner, à 30-40% MG, légère, doux, aux esters de stérol végétal",333,"0,09",4,"35,1","0,1",0,0,"7,67","3,8",< 1,< 1,< 10,< 2,< 1,"5,2",49,< 3,294,< 1,< 50,20,< 1,"< 0,05","< 0,05","< 0,05","< 0,05","< 0,05",10
margarines,"Matière grasse végétale (type margarine), à tartiner, à 30-40% MG, légère, doux, riche en oméga 3",349,0,0,"38,8",0,0,0,9,"7,9",< 1,< 1,< 10,< 2,< 1,"8,9","34,2",< 3,120,< 1,438,29,< 1,"< 0,05","< 0,05","< 0,05","< 0,05","< 0,05",< 5
margarines,"Matière grasse végétale (type margarine) à 50-63% MG, allégée, doux, riche en oméga 3",521,"0,15","0,18","57,8","0,18",traces,0,"14,5","4,3",< 1,< 1,< 10,< 2,< 1,"3,7","13,1",< 3,147,< 1,547,"23,2",< 1,"< 0,05","< 0,05","< 0,05","< 0,05","< 0,05",< 5
margarines,"Matière grasse végétale (type margarine) à 50-63% MG, allégée, demi-sel",523,"0,2","< 0,2",58,"< 0,2",0,0,25,"13,9",< 1,< 1,< 10,< 2,< 1,18,35,"8,4",500,< 1,507,"15,4",< 1,"< 0,1","< 0,05","< 0,05","0,26","< 0,05",< 5
margarines,"Matière grasse végétale (type margarine) à 50-63% MG, allégée, doux, aux esters de stérol végétal",559,"0,1","0,1",62,"0,1",traces,0,"13,5",-,-,-,-,-,-,-,-,-,210,-,-,16,-,-,-,-,-,-,-
margarines,"Matière grasse végétale (type margarine) à 50-63% MG, allégée, demi-sel, riche en oméga 3",491,"0,083","0,12","54,5","0,12",0,0,"14,9",-,-,-,-,-,-,-,-,-,550,-,-,17,-,-,-,-,-,-,-
margarines,"Matière grasse végétale (type margarine) à 50-63% MG, allégée, doux",517,"0,097","0,17","57,4","0,17",traces,0,"16,8","13,4",< 1,< 1,< 10,< 2,< 1,14,"22,5","9,4",144,< 1,518,"18,6","0,75","< 0,05","< 0,05","< 0,05","< 0,05","< 0,05",< 5
margarines,"Matière grasse végétale (type margarine) à 30-40% MG, légère, demi-sel, aux esters de stérol végétal",325,"0,1","2,5",35,"0,1",0,0,"7,8",-,-,-,-,-,-,-,-,-,490,-,-,-,-,-,-,-,-,-,-
margarines,Matière grasse mélangée (végétale et laitière) à 50-63% MG,490,"0,4","0,6",54,"0,6",0,0,"25,7",16,"< 0,01","0,03",< 20,"2,4","< 0,01",17,51,< 20,174,"0,06",880,"2,96","< 0,5","< 0,01","0,02","< 0,1","0,078","0,024","6,84"
margarines,"Matière grasse mélangée (végétale et laitière) à 50-63% MG, demi-sel",481,"0,4","0,6",53,"0,6",0,0,"25,7",-,-,-,-,-,-,-,-,-,600,-,-,8,-,-,-,-,-,-,-
margarines,"Matière grasse mélangée (végétale et laitière), à tartiner, à 30-40% MG",397,"1,69","5,6","40,9","2,3",0,0,"20,6",51,"< 0,01","0,04",< 20,5,"< 0,01",42,120,< 20,217,"0,19",422,"5,13","< 0,5","0,017","0,095","< 0,1","0,24","0,035",< 5
margarines,"Matière grasse mélangée (végétale et laitière), à tartiner, à 30-40% MG, demi-sel",370,"1,5","5,6",38,"2,5",0,0,"17,5",-,-,-,-,-,-,-,-,-,700,-,-,5,-,-,-,-,-,-,-
huiles de poissons,Huile de foie de morue,900,0,0,100,0,0,0,22,"1,15","0,007","0,074",400,"0,08","0,002",0,0,"0,005","0,02","0,06",-,30,0,0,0,0,0,0,0
huiles de poissons,Huile de sardine,900,0,0,100,0,0,0,"29,9",0,0,0,-,0,0,0,0,-,0,0,-,-,0,0,0,0,0,0,0
huiles de poissons,Huile de saumon,900,0,0,100,0,0,0,-,0,0,0,-,0,0,0,0,-,0,0,-,-,0,0,0,0,0,0,0
huiles de poissons,Huile de hareng,900,0,0,100,0,0,0,"21,3",0,0,0,-,0,0,0,0,-,0,0,-,-,0,0,0,0,0,0,0
autres matières grasses,Saindoux,896,0,0,"99,5",0,0,0,"41,1",1,"0,02","0,08","1,8",1,"0,014",3,1,"6,9",2,"0,11",0,"0,5",0,0,0,0,0,"0,02",0
autres matières grasses,"Lard gras, cru",810,"2,92",0,"88,7",0,0,0,"32,2",2,"0,018","0,18","0,5",2,"0,002",38,65,-,11,"0,37",0,0,-,"0,084","0,051","0,99","0,12","0,04",1
autres matières grasses,Graisse de poulet,898,0,0,"99,8",0,0,0,"29,8",0,0,0,-,0,-,0,0,-,0,0,0,"2,7",0,0,0,0,0,0,0
autres matières grasses,Graisse de canard,898,0,0,"99,8",0,0,0,"33,2",0,0,0,2,0,-,0,0,-,0,0,0,"2,7",0,0,0,0,0,0,0
autres matières grasses,Graisse d'oie,898,0,0,"99,8",0,0,0,"27,7",0,-,0,2,0,-,0,0,-,0,0,0,"2,7",0,0,0,0,0,0,0
autres matières grasses,Graisse de dinde,898,0,0,"99,8",0,0,0,"29,4",0,0,0,-,0,-,0,0,-,0,0,0,"2,9",0,0,0,0,0,0,0
autres matières grasses,Huile de paraffine,0,0,0,0,0,0,0,-,-,0,-,0,-,0,-,-,0,-,0,0,-,-,-,-,-,-,-,-
sauces,Ketchup,99,"1,27","21,4","0,19","20,8","1,15","1,42","0,069","21,4","0,079","0,77",2,"21,2","0,1",33,485,< 10,1030,"0,12",560,"1,48","9,52","0,026","0,091","1,01","0,15","0,14","7,5"
sauces,"Sauce tartare, préemballée",520,"0,99","4,6",55,"3,11","0,47","0,5","4,99",15,"0,02","0,32",< 20,"3,9","0,04",25,54,< 20,799,"0,16","23,3","13,3","< 0,5","0,019","0,015","< 0,1","0,22","0,022","5,23"
sauces,Mayonnaise (70% MG min.),696,"1,36","2,62","75,2","1,03","0,32","0,8","7,27","17,6","0,023","0,34",30,"6,42","0,024",23,"28,1",< 10,552,"0,13",< 80,"20,3","< 0,5","< 0,04","< 0,04","0,14","0,23","0,031",< 16
sauces,Mayonnaise à teneur réduite en matière grasse ou Mayonnaise allégée,309,"0,93","8,98","29,9","4,91","0,23",traces,"3,52","47,4","< 0,1","0,4","5,4","17,7","< 0,1","26,3",70,< 5,936,"0,12","2,03",8,"3,75","< 0,04","0,032","0,08","0,21","< 0,04","21,2"
sauces,"Sauce barbecue, préemballée",141,"0,73",32,"0,55","26,5","0,5","1,5","0,11",35,"0,079","0,3",13,9,"0,23",15,142,"1,3",980,"0,13",-,"1,6","0,33","0,02","0,05","0,49","0,037","0,09",2
sauces,"Sauce soja, préemballée","46,2","7,08","3,83","0,1","1,32","0,86","0,0016","0,0085","27,3","0,044","1,72",1,"83,7","0,46",128,547,< 10,7440,"0,4",0,0,0,"0,046","0,16","3,08","0,34","0,17",16
sauces,"Sauce vinaigrette allégée en MG (25 à 50% d'huile), préemballée",-,"0,48","3,64","27,5","2,14","0,69",-,"2,67",21,"< 0,01","0,18",< 20,"6,3","0,05",15,32,< 50,793,"0,08",185,"7,46","< 0,5","0,026","0,01","0,21","0,13","< 0,01","9,98"
sauces,"Sauce vinaigrette (50 à 75% d'huile), préemballée",-,"0,54","4,56","52,4","2,9","0,34",-,-,20,"0,02","0,64",< 20,12,"0,14",33,110,< 50,1010,"0,18",30,"12,9","< 0,5","0,12","0,01","0,4","0,046","0,049","6,58"
sauces,Harissa (sauce condimentaire),-,"2,72","7,3","2,9",-,"5,1",-,"0,47","78,1",< 1,"3,1","43,5","47,2",< 1,63,710,< 5,1120,< 1,4000,"6,1","31,9","< 0,05","0,21","< 0,05","0,52","0,26",28
sauces,"Sauce bourguignonne, préemballée",433,"1,25","7,85","43,9","5,23","0,52",traces,"3,59",15,"0,05","0,7",< 20,"8,8","0,07",35,210,< 20,1080,"0,27",1710,"10,1","< 0,5","0,025","0,03","2,77","0,26","0,035","17,4"
sauces,"Sauce moutarde, préemballée",229,"1,66","3,3","22,8","0,92",2,traces,-,"34,3","< 0,1","0,5",4,"12,5","0,1",36,"68,7","1,6",940,"0,3",29,"7,4","< 0,5","0,056","0,05","0,26","< 0,16","0,052",20
sauces,Sauce au yaourt,-,"3,66","4,79","6,91","4,33","1,11",-,"1,41",157,"0,063","1,15","15,9","24,6","0,18","92,1",246,"1,43",508,"0,65",-,"0,72","8,03","0,058","0,2","0,36","0,35","0,12",30
sauces,"Sauce américaine, préemballée",423,"1,42","9,48","41,8","5,1","0,2",1,"3,7",-,-,-,-,-,-,-,-,-,1180,-,-,-,-,-,-,-,-,-,-
sauces,"Sauce aïoli, préemballée",395,"1,13","4,7",41,"3,14","0,42","0,5",-,-,-,-,-,-,-,-,-,-,736,-,-,-,-,-,-,-,-,-,-
sauces,"Sauce crudités ou Sauce salade, préemballée",304,"0,86","5,3","30,9","4,06","0,35",traces,"3,22",28,"< 0,01","0,19",< 20,"5,1","0,03",23,56,< 20,949,"0,12","12,3","7,05","< 0,5","0,022","0,012","< 0,1","0,16","0,13",< 5
sauces,"Sauce Nuoc Mâm ou Sauce au poisson, préemballée","81,2","9,3","10,9",0,"8,34","0,2",0,0,-,-,-,-,-,-,-,-,-,8860,-,-,-,-,-,-,-,-,-,-
sauces,"Sauce burger, préemballée",367,"1,06","13,3","33,8","10,2","0,48","1,5","3,11",19,-,-,-,-,-,30,"29,6",-,847,-,-,"1,5",-,"0,021","0,13",-,-,"0,053",-
sauces,"Sauce crudités ou Sauce salade, allégée en matière grasse, préemballée",161,"0,76","7,26","14,3","5,1","0,5",traces,"1,29","9,5",-,"< 0,5","< 0,7","3,2","< 0,34","10,1","13,8","< 0,5",1010,"< 0,34","0,21","7,39","1,22","< 0,1","< 0,1",-,"< 0,1","< 0,1",-
sauces,"Sauce kebab, préemballée",293,"1,1","9,15","27,6","4,6","0,1",1,"2,3",-,-,-,-,-,-,-,-,-,600,-,-,-,-,-,-,-,-,-,-
sauces,"Sauce rouille, préemballée",381,"1,1",1,"41,4",-,0,traces,"5,7",-,-,-,-,-,-,-,-,-,470,-,-,-,-,-,-,-,-,-,-
sauces,"Sauce au poivre, condimentaire, froide, préemballée",494,"0,97",6,"51,4","4,68","0,5",1,-,-,-,-,-,-,-,-,-,-,845,-,-,-,-,-,-,-,-,-,-
sauces,Caviar de tomates,218,"2,19","6,8","19,2","6,5","3,5","0,76","1,88",61,"0,18",1,< 20,24,"0,19",42,470,< 20,835,"0,29",2180,"11,4","< 0,5","0,048","< 0,01","1,04","0,17","0,063","26,7"
sauces,"Sauce teriyaki, préemballée",-,"3,82",16,"1,06","13,2","0,1",-,"0,3",25,"0,1","1,7",-,61,0,154,225,-,3830,"0,1",0,0,0,"0,03","0,07","1,27","0,2","0,1",8
sauces,"Guacamole, préemballé",-,"2,18","5,85","16,5","2,65","5,65",-,"3,95",18,"0,2","0,6",20,"26,7","0,2",27,440,< 5,543,"0,4",100,"2,4",359,"0,094","0,089","1,45","0,88","0,36","60,3"
sauces,Houmous,288,"8,2","7,1","23,9","1,38","5,98",traces,"2,48",-,-,-,-,-,-,-,-,-,472,-,-,-,-,-,-,-,-,-,-
sauces,"Sauce béchamel, préemballée","90,1","2,31","7,27","5,66","2,82","0,4",traces,"2,58","82,3","0,018","0,1",25,"7,52","0,016",33,126,"< 4,18",359,"0,27",20,"0,17","< 0,5","< 0,04","0,12","0,27","0,27","0,045",< 16
sauces,"Sauce béarnaise, préemballée",454,"0,88","4,52","47,7","2,3","0,48","0,69","3,55",15,"0,01","0,27",< 20,"2,5","0,04",23,39,< 20,778,"0,17",370,"10,9","< 0,5","< 0,015","0,018","< 0,1","0,22","0,014","11,5"
sauces,"Sauce hollandaise, préemballée",203,"1,19","4,58","19,8","0,7","0,5","0,23","7,23",17,"0,01","0,2",< 20,"2,6","0,02",34,62,< 20,476,"0,18",200,"5,56","9,1","< 0,015","0,054","< 0,1","0,26","0,019","10,7"
sauces,"Sauce tomate aux oignons, préemballée","78,8","1,52","7,69","4,18","5,44","2,17",traces,"0,49","24,4","0,098","0,58","18,2","24,7","0,1",26,553,< 10,467,"0,17",259,"1,44","5,45","0,027","0,093","0,86","0,31","0,079",9
sauces,"Sauce armoricaine, préemballée","83,6","2,1","3,95","6,6","0,73",traces,traces,"6,3",-,-,-,-,-,-,-,"58,9",-,530,-,-,-,-,-,-,-,-,-,-
sauces,"Sauce tomate à la viande ou Sauce bolognaise, préemballée","93,8","4,22","7,27","4,81","4,74","2,29",traces,"1,78","22,9","0,097","0,87",8,"29,9","0,11",40,426,< 10,469,"0,82",415,"1,88","7,55","0,25","0,057","1,65","< 0,16","0,19",39
sauces,"Sauce au poivre vert, préemballée","83,9","1,3","5,3","6,1","1,3","1,3",traces,"2,87",-,-,-,-,-,-,-,-,-,317,-,-,-,-,-,-,-,-,-,-
sauces,"Sauce madère, préemballée","37,6","0,6","3,6","2,2","1,9","0,5",traces,"1,1",-,-,-,-,-,-,-,160,-,440,-,-,-,-,-,-,-,-,-,-
sauces,"Sauce à l'échalote à la crème, préemballée",106,"1,7","11,9","5,53","2,27","0,9",traces,"3,03",-,-,-,-,-,-,-,-,-,647,-,-,-,-,-,-,-,-,-,-
